city,genres_list,tags_list,user_id
Maryland,"['Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Speaker Knockerz', 'speaker', 'Speaker Knockerz', 'speaker knockerz', 'speaker knockerz', 'Speaker Knockerz', 'Speaker Knockerz', 'Hip-hop & Rap', 'Hip Hop', 'Members Only', 'Hip Hop', 'ItWillAllBeOverSoon', 'Members Only', 'Rap/Hip Hop', 'Hip-Hop', 'Rap', 'Hip Hop', 'Juicy J', 'Hip Hop', 'Hip Hop', 'Rap', 'Alternative Rock', 'Hip-hop & Rap', 'Hip Hop', 'Hip-hop & Rap', 'Hip Hop', 'Hip Hop', 'Electronic', 'Electronic', 'loud  ', 'LUSH', 'Desiigner', 'dj Esco', 'TGOD', 'Rich Homie Quan', '1738', 'Rap/Hip Hop', 'G-Eazy', 'Vinylz', 'mad at me', 'Electronic']","['""Eyes Closed"" ""Johnny Yukon"" Gizzle Invincible', '""Snoop Dogg"" ""Murda Beatz"" ""Get Mine""', '""Hip Hop"" Rap ""Good Vibes"" New ""New Music"" Unsigned Independent ""East Coast"" DMV Maryland Trap Producer Rapper 808 Flow Bars Chill Billboard Top40 Token', 'speaker knockerz money', 'knockerz', '""all i know"" ""speaker knockerz""', 'yo racks ""speaker knockerz""', 'n finessin speaker knockerz', 'dap you up speaker knockerz ""dap you up""', '""lonely speaker knockerz""', 'Tory Lanez- Fucking Awesome (Prod. The Mekanics) ToryLanez Torey Tori Tore Toree Torri ToriLanes ToriLanez ToriLane Torry Torie Lane Lanz Lanes Lanez hip hop ""Hip Hop"" rap greatest song', 'torylanez', 'jcole', '""big gigantic"" logic ""Hip hop"" rozes', 'LUSH ""Dance & EDM""', 'LUSH', 'Panda ""Desiigner Rou"" ""Drill Music"" ""Hip Hi"" LOD LifeOfDesiigner', 'Future ""56 Nights""', '""Cabin Fever 3""', '""Fuck Nigga""', 'NeedYouNow', 'HipHop Rap G-Eazy SaySo', 'Borgore Ft. G-Eazy - Forbes (Prod. By & Styles&Complete)']",76718083
miami,['Latin'],['Bachata Vallenato BachatadeAcordeon Colombia RepublicaDominicana CarlosVives Miami ChicoSoto VallenatosUnidos'],53551113
brooklyn,[],[],260489226
Winston Salem,"['Rock', 'Classical', 'Classical', 'Classical', 'Classical', 'Rock', 'Demo']","['sunfold ""kenny florence""', 'Classical ""Derek Arnold"" ""Winston Salem"" ""Winston Salem Symphony"" WSS UNCSA', 'Composer Symphony UNCSA ""Derek Arnold"" Classical ""Winston Salem""', 'Classical ""Derek Arnold"" UNCSA ""Winston Salem"" Piano Sonata', 'Classical ""Derek Arnold"" UNCSA ""Winston Salem"" Piano Voice Shakespeare', 'john custer producer coc dag chris whitley jag studios ""corrosion of conformity""']",85065739
united states,['Pop'],"['""Dance Pop""', 'soundcloud:source=web-record rochelle lim jireh buko cover tagalog fail']",105357326
Los Angeles,"['J-ROD SULLIVAN', 'Liquid Drum & Bass', 'SOULECTION', 'Future', 'Pop', 'Burn', 'Dreamteamstars, ', 'R&B', 'R&B & Soul', 'DJ', 'sway', 'Jazz Gospel', 'UberSoul Productions', 'Wale', 'Future', 'Rap/Hip Hop', 'Instrumental', 'Relaxation', 'Electro House', 'Bryson Tiller', 'NeoSoul', 'Hiphop', 'dEnAuN', 'wildflower', 'Pop', 'Jazz & Blues', 'Hiphop', 'Hiphop', 'Hip Hop', 'Human Music', 'Hip-hop & Rap', 'RichHomieQuan', 'Epic']","['MARIO ""LIVE ARRANGEMENT"" ""LET ME LOVE YOU"" ""KID INK"" ""SHOW ME"" ""CHRIS BROWN"" ATLANTA GEORGIA', '"" UK"" Hitman', 'Justin Patrick Ford', 'Ink EP Ambient Electronic Pop Tusks', 'tyrese ""trey songz,"" omarion ""marques houston,"" ""tay walker,"" ""the internet,""', 'soul sensual slowjams 90 s 00 2013 Bedroom babymaking music vibes old skool maxibaby showdown Sexy great sex R&B RnB Love', '""quiet storm"" R&B jillscott glennlewis joe case weeknd bobbyvalentino qparker sevynstreeter bandojones emanny jakeandpapa lamarstarzz truthturner versesimmonds cassie ryanleslie rnbvibesonly', 'Tyga Wiz Neyo Reason To Hate New summer single dj felli fel fire very hot download sodapop repost', '""the chainsmokers"" Dance House ""Disruptor Management"" Republic', 'Kirk Whalum The Gospel According To Jazz Chapter III Running Away', 'Gospel Jazz Tracks ""Kirk Whalum"" ""Kevin Whalum""', 'ATrak Festivus TAAN EBM MMG', 'Creed ""Metro Boomin""', 'soundcloud:source=android-3rdparty-upload', 'soundcloud:source=android-3rdparty-upload', 'instrumentals ""instrumental music"" ""relaxing music"" ""music studying"" ""study music"" ""work music"" ""soothing nusic"" ""smooth music"" ""light music"" ""slow music"" ""music learning"" ""concentration music"" ""yoga music"" ""sleep music"" ""calming music"" ""background music"" ""easy music"" ""healing music"" ""beatiful music""', '""slow music"" ""peaceful music"" ""calming music"" ""piano music"" ""work music"" ""study music"" ""love songs"" relaxdaily instrumental instrumentals ""relaxing music"" ""music for meditation"" ""music for yoga"" ""spa music"" ""massage music"" ""music for studying"" ""homework music"" ""healing music""', '""Electro House"" ""Felix Cartal"" ""Dim Mak"" ""Dim Mak Records"" ""Free Download"" remix CRNKN', '""How About Now""', 'd angelo bosa nova hiphop remix rework jazz soul heartbreak heart break sound system s soundsystem berlin copenhagen hip hop beat latin', '""sTuFf In My BaCkPaCk"" ""Denaun Porter"" ""Mr. Porter"" ""Eminem Brandon Williams"" ""Grammy Nominated"" ""Grammy Winner"" Detroit Motown', '""Love Apparatus"" World Soul Schwaza JesseBoykinsIII Pop R&amp;b', 'snoopdogg ""Hip Hop"" randb prestonharris love ""terrace martin"" R&B', 'ScHoolBoy Q Blessed ft Kendrick Lamar Prod by (Dave Free) #HnC Drops 1/14/12', 'jazz ""Hip Hop"" music ""preston harris"" ""empire distribution"" ""terrace martin"" 3chordfold', 'Flex Nitti DJSpinz', 'epic legendary music mix intense massive heroic vengeful versus audiomachine hybrid choir ivan torrent two steps from hell epicscore soundtrack versusmusicofficial']",54181906
Towson,"['Alternative Rock', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'XXL', 'FREETAY-K', 'Hip-hop & Rap', 'Rich Chigga', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip Hop', 'Hip Hop', 'OXSH!T', 'Hip-hop & Rap', 'Hip-hop & Rap', 'day n night', 'Hip-hop & Rap', 'Rap e Hip Hop', 'Hip-hop & Rap', 'Trap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'fuckupcunt', 'Rice Balls', 'Hip-hop & Rap']","['""super mario oddyssey"" rap baltimore ""Hip Hop"" mario Rapper xxxtentacion ""chance the rapper"" 1up ""eman the heartbreak"" ""happy halloween""', '""xxl freshman"" ""xxl cypher"" ""xxl ugly god"" ""xxl xxxtentacion"" ""xxl playboi carti"" ""xxl madeintyo"" ""xxl freshman cypher 2017"" ""rich the kid new freezer "" ""smokepurpp ok"" ""lil pump ok"" ""lil uzi vert alone time"" ""xxl freshman cypher 2017 "" ""xxl freestyle 2017"" xxl 2017 ""xxl freshman 2017"" ""Playboi Carti, XXXTentacion, Ugly God and Madeintyo\'s 2017 XXL Freshman Cypher"" ""playboi carti cypher"" ""lil uzi vert loaded "" ""lil uzi vert let you know"" ""lil uzi vert pet"" ""21 savage without warning"" ""migos motorsport"" ""kodak black right now"" ""kodak black snap shit"" ""kodak black down south"" ""lil uzi vert the way life goes remix"" ""ybn nahmir gucci gang ""', 'FREEPIMP TAYK DTX TAYK47 DAYTONA NJ NY', 'Follywood clout yuh aye ""Lil Uzi Vert"" ""Lil Pump"" ""Ski Mask The Slump God"" ""the Weeknd"" ""Travis Scott"" ""Young Thug"" Future ""21 Savage"" Offset Drake ""Metro Boomin"" ""Post Malone"" rockstar ""gucci gang"" ""YBN Nahmir"" ""Rubbin off the paint"" xxxtentacion', 'DEEPSPACE KILLY HOODHOKAGE', 'Deji - Sidemen Diss Track ComedyShortsGamer KSI Ricegum', 'OX MattOX Overwhelming ""Oogie mane"" f1lthy ""Matt OX"" Mattox Realmattox', '""rap #hiphop #liluzi #lilpump ""', 'keemstar dramaalert ""drama alert"" ""Dollar in the woods"" ""dollar in the woods keemstar"" ""leafy disstrack"" leafy leafyishere', '""kid cudi""', 'joji jojibeats jojivlogs ""george miller"" ""joji miller"" ""unsaved info"" extended tvfilthyfrank ""pink guy"" ""pink omega"" ""filthy frank""', 'KILLSWITCH 2020 HOODHOKAGE KILLY', 'hip hop ""Hip Hop"" cloudrap', '""dirty pop""', 'Roderick Porter Potsu im closing my eyes lofi chillhop ""Hip Hop"" Moncton Canada ""New Brunswick"" Biggie BIG Notorious J Cole Kendrick Joey Badass Fredricton NB MF Doom Justin Belliveau ""Moncton High School"" MHS Insomnia', '""Pink Guy"" ""Filthy Frank"" ""Pink Life"" Holder Beat Instrumental Trap', 'gold plug xxxtentacion chill study', 'chill free ""Hip Hop""', 'bape', 'Instrumental', '""lil uzi vert"" ""ugly god"" disstrack ""jake paul"" ricegum rice ""rice gum"" ""ex girlfriend"" ""alissa violet""']",279166996
Savannah,['Hoss Burns'],[],102563860
"Portland, Oregon","['Indie', 'Alternative', 'nathan puls', 'Alternative', 'Alternative Rock', 'Singer-Songwriter', 'franciscosoon', 'Christmas', 'Film Score', 'soundtrack', 'Electro']","['music acoustic spain nathan puls song words life harry potter ripe oranges rubix cubes ussr cows Happy ""nathan puls"" teleportation kids teleportology supershortsongs shortest Audiobook nathanpuls voiceover', '""Electronic Rock""', '""holly drummond"" fade ""diving in"" ""diving in ep"" ""new music"" scottish pop ""Indie Pop""', 'holiday', 'film score', 'Electronic ""Quirk Pop"" Singer-Songwriter Synth Drums Piano Rock Original ""Night Station""']",118554651
western united states,"['Chillout', 'electroswing lounge jazz', 'Rock & Roll', 'Pop', 'Electronic', 'electronic', 'Relax and Chill', 'ChillOut Ambient NewAge Orchestral', 'Piano', 'Pianoforte']","['Instrumental Musik Piano Gitarre Drums Soundtrack Film Cinematic Composition Romantic Epic Klavier Chillout', ""electroswing electro-swing swing minimatic d'angelo rnb acoustic jazz es parovstelar bart&amp;baker cover mashup remix"", 'Electronic Piano', 'Korg iPolysix analog synth melodic electro beat', 'Peace ipad guitar relax chillout Reiki 432Hz', 'Cinematic Underscore', 'piano Soundscape space cinematic ""new age"" ""una corda"" ""six notes"" ""piano soundboard""']",324747293
Boynton Beach ,"['erotica', 'erotica']","['dd/lg daddy dom submission domination bdsm D/s Erotic Adult Daddy/daughter masturbation cumming', '""female voice"" spanking audio ""sexy spanking""', 'audio ""female voice"" ""sexy voice"" ""cock sucking"" anallingus']",110084135
Florida,"['Alternative ', 'twenty one pilots', 'grouplove', 'Indie\\ Rock', 'Pop', 'Alternative', 'Soundtrack', 'Indie Rock', 'Alternative Rock']","['""Fueled By Ramen"" ""Ain\'t It Fun"" Paramore', '""let me in"" ""the fault in our stars"" tfios ""official soundtrack"" movie', 'OneRepublic Pop', 'fun ""fueled by ramen"" ""carry on"" ""some nights""', 'Thirteen Senses Into The Fire Invitation', '""Imagine Dragons"" ""Indie Rock""']",182206529
Brooklyn,['R&B & Soul'],"['""Erykah Badu"" ""neo soul"" Soulful']",202539074
Greenville,"['Hip-hop & Rap', 'TRAP GOSPEL', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Trap', 'Hip-hop & Rap', 'Pop\\ Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Trap', 'Jamrap', 'Hip Hop', 'Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'the orgy', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'hip-hop/rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'R&B & Soul', 'Hip-hop & Rap', 'Hip-hop & Rap', 'R&b/hip Hop', 'Hip-hop & Rap', 'Hip-hop & Rap', 'rook']","['Rap atg City grudge dmor', 'zelly jawnzel frizzy ""lil frizy"" ""frizzy fresh"" ""lil frizzy fresh"" ""tom cruise"" ""big head"" ""kill big head"" ""big head on the beat"" okc ""loud city"" ""oklahoma city"" oklahoma', 'rap Trap 407 ""worldstarr ""', '""Hip Hop"" Rap New', 'comment subscribe follow follow4follow cod dailyposts memesdaily callofduty picture weekend 3017 summer NoUTurnzCampaign FleekoSuave SuaveGemStar YoungFleeko AlignTheStars Glosept', 'frankiewaterz ft javu nesto operator boston music', '""Hip Hop"" Rap', '""Hip Hop"" ""rayzor laflairr"" bigjonpromotions Rap', 'Joshua Charles whalen', 'Blues', '""Dirty South"" ""turn up""', 'soundcloud:source=android-3rdparty-upload', 'Rap music indie major ""major indie"" ""against the grain"" rome ""durtie souf"" souf atg atgr tnds grain records label huh greenville ""c four"" tru biznessman ""the shark"" ""fuk a a major"" ""we major indie"" ""indie world""', 'soundcloud:source=android-3rdparty-upload', 'OrgyonMrs MSO MultipleScreamingOrgasms VAHIPHOP JOINTHEORGY', '""shhhh "" SHHHHOHIO', 'soundcloud:source=android-3rdparty-upload', 'Rap ""Hip Hop"" Dope Drip Cameup RichForever NY Brooklyn Pop New PCTay PC Lowend 303 808 Cloudgrove House Astral Summer Masteredbylandr', 'mix mixed master mastered hot new shit air em out on top banger banging bossin boston hatin hating rabbit sitting ducks haha lol lmao rofl roflmfao', 'Vibe pikasso the Kid NevaEnd Chill Dope ""Easy Listening"" soundcloud Deep Trippy autotune InVision Films Rap ""Hip Hop"" Smooth Mellow Story Storytelling vibey Day dreaming soft Heavy wow', 'Hip-hop Rap Focus ""Da Kid Lu"" L3 ""NICE The Creative Group"" TRIBE', 'Hip-Hop', 'haters diss love ""rakum empire""', 'Rap atg majorindie indie City c4 Green ayde dot Music single fans label ""indie label"" ""against the grain"" durtie Soul ""durtie msuic"" dmor huuh atgr tnds', '""Hip Hop"" music newmusicfriday musicmonday newrelease undergroundhiphop rap rapper vibes trap trappin trapmusic straightfromtheunderground beats rnb rapmusic hiphopvibes rapvibes rapnation trapnation', '""stoner rap"" rap ""Hip Hop"" chill study workout party smoke weed bud 420 midwest original kansas wichita colorado free download punknub toucon', 'Rap ""Hip Hop"" Trap Underground Urban Pop weed mary jane fbna', '""Hip Hop"" rap bass south message', 'trap ""r&b "" relationship novitide newwave', 'ATGR B2Da3rd Wavy ""B Young"" ""Rell City""', 'frankie waterz ft nesto make love to me boston based artist', 'YG TUPAC ""SNOOP DOGG"" ""KENDRICK LAMAR"" ""WEST COAST"" ""WEST SIDE"" Music ""Hip Hop""', 'love 2017 mask zaniyah rook baby ""blank stare""', '""indie "" alternativerap miamirap miamimusic broward 305 954 ""Hip Hop"" humanmusic kendrick jcole']",297238601
"San Antonio, TX",['Country'],[],287694923
"Los Angeles, CA","['dont', 'Abracadabra', 'Melodic Dubstep']","['let me go natasha mira music medieval pop game of thrones reign the tudors', 'Natasha Mira NatashaMira Medieval Pop ""Game of Thrones"" MedievalPop Reign TheT The Tudors Music Singer Songwriter Dubstep medieval']",91070548
PhiLadeLPHIA,"['Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'World', 'ballad rnb', 'World', 'Chris Brown', 'jeezy', 'R&B', 'Hip-hop & Rap', 'Hip Hop', 'Rap']","['Rap ""Hip Hop"" R&B', 'Rap ""Hip Hop""', '""French Montana""', 'Rap', '""Hip Hop"" ""rap ""', 'Timmy b productions piano ballad beat rnb', 'Rap ""Hip Hop""', 'Tyga Bitches Marijuana ""Moe Williams"" Edit ""Hip Hop"" RnB ""Black Music"" Extended Mix 2015 ""Fan of a Fan"" Album FanOfAFan', 'Tarence-Iverson', 'African', 'red cafe fly together rick ross ryan leslie diddy bad boy']",145170541
united states,['Bigroom'],[],94814337
Atlanta Ga,"['R&B & Soul', 'timing', 'New', 'zayreton', 'quahan', 'ERA']","['R&B ""Hip Hop"" ""tory "" lanez jacquees AugustAlsina Smooth NewTalent Singer', 'zayreton slaton quahan zavion williams rhein beamon collaboration ""Hip Hop"" R&B featuring original', 'Beat Beats Logic Rap Radio Drake Hot Hit ""Hip Hop"" Music', 'quahan slaton link up zavion williams tsean webb aujanee featuring ""Hip Hop"" collaboration original', 'zayreton slaton all that matters cover R&B solo', 'soundcloud:source=android-record', 'Erus Davenport Alonzo Collier Ronald Hunt Dats Nothin']",100098183
W O R L D W I D E,['HardHouseRadio'],"['Edm HardHouse BigRoom Dance Mix Podcast ""Underground Producers""']",174514317
"Tampa, Florida","['Dance & EDM', 'Religion & Spirituality', 'Kygo', 'RELAXING', 'Hip-hop & Rap', 'Electronic', 'Complextro', 'Complextro', 'Future', 'Tech house', 'Tech House', 'TRAP/JUICY/ELECTRONIC/SCREW', 'Techno', 'Electronica', 'Ellie Goulding', 'LainieDeetschCover', 'Pop', 'Melodic', 'Dance', 'Pop', 'Deep House', 'Electro', 'Piano', 'Rock', 'Worldmusic', 'Pop']","['Yiruma River flows in you', 'House Electro Electronic Festival', 'meditation relaxation', 'The Weeknd High For This Ellie Goulding Cover Kygo Remix New 2013 Melodic Deep House Chillout Relax Summer', 'PIANO', 'House ""Dance Pop"" ""Tropical House"" Electronic Festival Sunrise Sunset', 'Funk Reggaeton ""Hip Hop""', 'Rage Weekend Party Dance', 'Electro Dubstep Pokemon Pikachu Nintendo House free download', '808 Chill Trap Electronic Dance Music Vocal', 'Techno Experimental ""Deep House"" House Dance ""Naughty Bear"" Electronic ""Future music"" ""Future Dance"" Groove Bassline', 'Techno ""Deep House"" House Dance Bassline ""Naughty Bear"" Beat Mix Club', 'kny factory trap remix eiffel65 blue eiffel 65 hiphop electronic free download montreal bauuer flosstradamus djcarnage carnage', '""Tech House"" Electronic Club ""Deep House"" House Deep Vibe ""Naughty Bear""', 'Matoma Samuraii ""Astrid S"" ""Hakuna Matoma"" Remix House Dance Electronic ""Tropical House""', '""ariana grande"" ""dangerous woman"" snl ""dangerous woman live"" ""snl live""', 'Hozier ""Take Me to Church"" Burn Halcyon Lights ""The Writer"" ""Anything Could Happen"" ""Goodness Gracious"" ""Beating Heart"" ""Love Me Like You"" ""Fifty Shades of Grey"" Outside Pop ""Starry Eyed"" ""Figure 8""', 'SelenaGomez Remake Cover goodforyou newmusic Artist trending louisville selenagomezgoodforyou goodforyouselenagomezcover', 'Kygo Labrinth Fragile', 'Future Bass Dubstep Illenium Kask Kaskade Porter Robinson Odesza ""Sound Remedy"" Vanic ""Adventure Club"" hipster', 'addal I see fire feat jasmine thompson ed sheeran cover new 2014 hit emotional love lovers romantic girl model sexy free download deep house chill relax', 'Future Pop Chill Electronic Downtempo ""Electronic Pop"" Chillout Ferraz Cozy EmpriseMusic']",141246612
Paso Robles,['Country'],[],71770261
Glendora,"['kill yourself', 'Grunge Rap', 'Grunge Rap']","['rap ""Hip Hop""']",132792477
Atlanta,"['vague002', '2much', 'MurderHeWrote', 'TwoFaced ', 'HipHop ', 'Hit The Floor Rap Step', 'hot', 'a1reedup']","['Opportunist Fake FakeFriends FakeLove SmittickWesson ""When Its Goin"" ""Paid In Full"" Opportunity NoLove ""Fake Friends"" ""Two faced"" Liars MetroBoomin', 'Positive Growth Uplifting Fatherhood ""Fathers Day"" Family Rap Tune ""Kendrick Lamar"" J.Cole Parenting Parent tupac 2pac Real ""Real shit"" RNS 100', 'new rnb rap banger hit future tyga ""Hip Hop"" Music pop Sexy love Hate Passion passionate relationships player pimp clingy addicted addiction drugs narcotic']",78872736
Fairbanks,"['Trap', 'Hip-hop & Rap', 'gospel', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Psychedelic Soul', 'taywalker', 'R&B', 'Marian', 'its1111', 'R&B ', 'R&B', 'rock', 'archduke', 'Hip-hop & Rap', 'remix ', 'Rnb', 'J Speaks']","['Smooth R&B Rap Hot New 2017 ghost music Fun Funky Happy Love true ""lil wayne"" drake ""jhene aiko"" Fresh Underground Best Hit', 'Trippy', 'Instrumental ""Instrumental Hip Hop"" Beats Beat ""Hip Hop"" Rap Electronic Electro Edm Инструментал Рэп Хип-хоп kayhey', 'mine cover iman ""iman europe"" imaneurope solonge rnb Soul ""psychedelic soul"" acousitc Guitar eqstudios Female singer good soothing ""valentine\'s day"" nyc new york cali california y sex vibe miine Cover medley contraband contrabandprod ovo drake partyomo R&amp;B partynextdoor2 Album ""party next door"" ovoxo octobersveryown chill California ""new york"" ""Hip Hop"" rap Caterpillar brooklyn bronx manhattan queens female Artist ""female rapper"" art NewNY ""Psychedelic Soul"" ""New Age"" ""Wolf Cry"" Art Rap ""Top Ramen"" Ice Cold IceCold R&amp;b Rocket', 'Theinternet 25hoursaday', 'remix tlc noscrubs hewanmusic hewan cover mashup r&amp;b', 'Mereba September', '""SALL GOOD"" 11:11 ""TORONTO R&B""', 'WAVY', 'Acoustic Cover André 3000 Prototype Cole Porter Night and Day JoJo Joanna Levesque Jinjoo Lee The Fender Sessions 2012 Live', 'rnb soul alternative pop folk', '""charity croff"" ""jacob denzel"" ""carnage swank"" sono ""benjamin earl turner"" ""fakulty studios"" ""concrete garden"" sonoluminescence', '""Hip Hop"" Rap ""ConsciousRap "" ""VirginiaHipHop "" ""Music Production"" ""Beats "" ""Instrumental "" ""Karma Song "" ""Imitation of Life "" ""ReaperKussion ""', 'Anime Ost naruto anime', 'NotJustAWriter ""Ghost U Like It I Love It"" ""Heat the Hottest"" ""Fred Nice"" ""Hol Up"" bluev808 hotnewhiphop worldstarhiphop ""John Speaks""']",108593313
Lancaster,"['madebydubs', 'Hip-hop & Rap', 'Mixtape', 'R&B & Soul', 'ready for the world', 'R&B & Soul', 'R&B & Soul', 'While You Wait ', 'Electronic', 'Dream Pop', 'Dream Pop', 'Devon Baldwin', 'DevonBaldwin', 'Devon Baldwin', 'Electronic Pop', 'Dream Pop', 'Dream Pop ', 'a thing by oshi', 'Hip-hop & Rap', 'audiomack', 'Hip-hop & Rap', 'Rap', 'Rap', 'Hip-hop & Rap', 'Electronic', 'Alternative Pop', 'Hip hop', 'Hip hop', 'Hip hop', 'indie hop', 'indie hop', 'hip hop', 'hip hop', 'hip hop', 'Hip hop', 'hip hop', 'hip hop ', 'hip hop', 'hip hop', 'Hip hop', 'Hip-hop/rap', 'hip hop', 'Hip-hop/rap', 'devon']","['Brightside Made By Dubs BPE BluePalmsEntertainment', '""9th Wonder"" G-Eazy', 'Blackbear MiddleAmerica Middle Maerica Cool Mixtape', 'dead', 'inoj blackbear', '""bus it"" blackbear boogie neyo plies rnb r&b black bear ""drink bleach"" ""bust it"" Baby ""bust it baby"" ""part 3"" Original Remix', '""no service"" mountains ""cheryl blossom"" ""hot tub""', 'blackbear ""skizzy mars"" ""travis mills"" ""while you wait"" ""hiphop #pop""', '""Dream Pop"" Electronic Pop ""Devon Baldwin"" ""Christoph Andersson"" Hero ""Bay Area"" ""New Orleans"" Vermont', '""Devon Baldwin"" Refuse 4e Lungs ""Bay Area"" Oakland Pop R&B ""San Francisco""', '""Devon Baldwin"" Blame 4e Lungs Pop R&B ""Bay Area"" Oakland ""San Francisco"" ""Los Angeles""', '""Christoph Andersson"" ""Dream Pop"" Pop R&B ""bay area"" ""san francisco"" ""new orleans"" oakland ""skizzy mars"" ""Electronic Pop""', 'TheSnowman ""Christoph Andersson"" ""Dream Pop"" Pop R&B Cover ""Bay Area"" Oakland ""San Francisco""', '4e MAJORS ""Dream Pop"" Pop R&B ""Bay Area"" Oakland ""San Francisco""', 'Electro Pop Chill DevonBaldwin Christoph Andersson', '""Devon Baldwin""', '""Devon Baldwin"" ""Christoph Andersson"" ""San Francisco"" ""Bay Area"" ""New Orleans"" Pop ""Lungs EP""', 'oshi noir sound', 'G-Eazy SoMuchBetter PlayneJames', 'datpiff ""Hip Hop"" rnb', 'G-Eazy InTheMeantime Dj Mustard Quavo Migos', 'Warriors Remix', 'my babe troye sivan trap hip hop jazz swing pop', 'g-eazy Dear Ms Phenomenal Handclap band amber rose', 'jai paul btstu g-eazy kings the outsider', 'g-eazy outsider chippy nonstop dj carnage hip hop electronic', 'cults remix g-eazy netflix outside outsider indie rap samples', 'g-ezy team rbot run a endless summer ep hip hop new o orleans', 'generationals hip hop indie sample g-eazy endless summer make-up sex', 'g-eazy erika flowers endless summer', 'dj jive endless summer g-eazy', 'g-eazy reefer madness', 'skizzy mars g-eazy endless summer', 'outta pocket rmx remix sonny shotz skizzy mars g-eazy chippy aquaforce future endless summer', 'mod un g-eazy meta rappin a$$ ass rappers rap hip hop hip-hop endless s summer', 'g-eazy dominique lejeune indie rap hiphop marilyn', 'g-eazy mad devon baldwin doowop marilyn', 'g-eazy plastic dreams vibe must be nice devon christoph andersson', 'g-eazy hoodie allen lady killers must be nice', 'christoph andersson g-eazy']",72097959
New York,"['Techno', 'Techh']",['techno Tech technosis'],178380972
Jacksonville,"['Hip-hop & Rap', 'R&B & Soul', 'Hip Hop', 'Hip-hop/rap']","['Beat Beats Instrumental Reason Rap Original Orchestral Piano Guitar Production Producer Film Video', 'hiphop rap']",101318834
