city,genres_list,tags_list,user_id
Massachusetts,"['Hardstyle', 'House']","['Noisecontrollers Coone Defqon ""Psyko Punkz"" Angerfist ""Brenna eart"" ""Audio freq"" TNT Showtek H Hardstyle Headhunterz Jumpstyle EDM Tomorrowland Afrojack David Guetta Tiesto Avicii Martin Garrix Blasterjaxx Electro', '""Progressive House"" Tiesto ""Bingo Play"" Kaskade Deadmau5 ""Ultra Records"" ""Electro House"" ""Tech House"" Zedd Avicii ""Calvin H"" Hit Dj']",84378936
"Daytona Beach, Florida","['Hip-hop & Rap', 'interview', 'Hip Hop', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'mtl mello cant let go', 'space trap', 'Alternative Rock', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'philly #daytona #pennsylvania #florida #south #north ', 'meek mill', 'daytona', 'Tag:']","['T€SLA tesla hometownhustle hth SRmusic 2017 2018 HTHsupports Indie HipHop Rap Music Independent Trending joespo thabigdawg', '""interview "" Live ""Hip Hop"" Rap avalive Music culture', '""Hip Hop/ Rap""', '""Hip Hop"" Rap New Dope Real', 'Trippy trap ""Hip Hop"" Rap hnhh hoes ""love music"" Heart mobb Rave Rain Real Ambient ""Drum & Bass"" Rock ""happy heartbreak"" Punk iamTash Producer beats free ""type beat"" ""Alternative Rock"" Alternative Album', '""Hip Hop "" trap savage', 'HipHop/Trap/Rap pop trill dope trap rap r&b music savage artist dmv canada toronto 613 ottawa 614', 'R&B ""Hip Hop"" ""kingedward7th "" neyo', '""mtl mello tv"" mtl', 'xangang chaingang auragang ksupreme lilyachty playboicarti ya mother father', '""Hip Hop"" freestyle nas jayz rap undergroundhiphop freestylebeats eminem drdre kendricklamar jcole', '""Hip Hop"" rap newmusic popular music newhiphop pop', '""Hip Hop"" pop rap hiphopmusic rapmusic newmusic newschool', 'cdk been through it beenthroughit real daytona florida volusia county 386 pennsylvania philly allentown 610 adf all dey familia respect laugh love cry New rap fresh Underground independant Music craftmanship', 'the struggle adf cdk familia all dey daytona florida pennsylvania 386 610 underground independant ""berry white"" Hot vocals Melody Studio one baby make out Baby mud you winning strong women beautiful', '""underground "" ""new #music"" street club independent fresh trippy cdk alldey', 'meekmill', 'philly music underground independant ""self "" alldey new fresh hot ""florida "" pennsylvania support maintain cdk audiobliss ""Hip Hop"" rap south north bestofbothworlds', 'daytona beach philly florida pennsylvania hot new freshTag: hip hopTag: rap alldey all dey kollektiveAdd tags']",99083580
"Westbury, Ny","['Hip Hop & Rnb', 'Hip-hop & Rap', 'GTA', 'Dubstep', 'Desiigner', 'Rock', 'Hip-hop & Rap', 'Hip-hop & Rap', 'JackU', 'Royalty Free', 'DropItHard', 'vaporwave', 'vaporwave', 'vaporpop', 'Dance', 'Dance', 'LIONSOUND', 'Dance', 'SKRILLEX', 'jackÜ', 'Pop', 'Dubstep', 'Electro', 'Ambient ', 'House']","['Rock ""Los Santos""', 'Incede Remix', 'Panda ""Desiigner Rou"" ""Drill Music"" ""Hip Hi"" LOD LifeOfDesiigner', 'steve aoki ""steve aoki"" kid cudi ""kid cudi"" pursuit happiness ""pursuit of happiness"" remix', 'Electronic Shoegaze Lofi Ambient Vaporwave Trap Cloudrap Cloud', 'Roast Duck', 'DolanDark', 'killa owsla wiwek skrillex elliphant slushii', 'Chill Relax', '""fifth harmony"" ""work from home"" ""plot twist"" ""ally brook"" ""dinah ja"" ""camila cabello"" ""normani kordei"" ""lauren jauregui"" bob the buil ""bob the builder""', '""House of zulu"" rawtek house tribal ""good enuff"" lionsound', 'Electronic', 'RECESS TRY IT OUT NEON MIX ALVIN RISK SKRILLEX DANCE ELECTRONIC', 'marshmello', '""Slips & Slurs"" Mihka! ""WiFi Tears"" WiFi Tears EDM Electronic Dance Music Bass Monstercat Melodic Heavy Dubstep ""Future Bass"" Slips Slurs New Original', 'Noisestorm Surge Monstercat Electronic EDM Dance House', '""Parrot Jungle 95"" Parrot Jungle 95 ""I need it"" vaporwave ""future funk"" internet']",219374914
united states,"['starbomb', 'Various', 'Drumstep', 'splatoon']","['rap link ""legend of zelda""', 'tristam braken flight step ""drum step"" dubstep 175bpm ""175 bpm"" drum dnb ""monstercat media"" monstercat monstercatmedia ""monster cat""', 'inkling remash smashified ""smash bros wii u 3ds"" theme']",172713282
Salt Lake City,"['Pop', 'Garage', 'Garage']","['""Psychedelic Rock"" Psychedelic', 'Psychedelic Portland 666', 'Psychedelic ""Psychedelic Rock""']",211617092
GHOST TOWN - SILENT HILL,"['loyaltyfament', 'Bass', 'PLAYMISOGI®', 'PLAYMISOGI®', 'Hip Hop', 'Hiphop', 'Trap', 'Dead', 'Dark', 'worthless']","['hot97 power1051 chiraq killa brooklynartist undergroundartist thebreakfastclub soundcloud revolttv hiphopweekly hiphopsince1987 shade45 np nyc sway ripyoungpappy thisis50 4gent streetz945atl uga hustlegang ""Hip Hop"" livemixtapes rap 4evagettinitnation streetexecs atlanta gtech worldstarhiphop', 'GHouse Denique ghc GHC Gangsta FREE ""Free Download""', '#to-orist', 'Trap']",186492238
Northwest Arkansas,"['Electronic', 'Cynthia Zarin', 'Louise Mathias', 'Ellen Doré Watson', 'Vi Khi Nao', 'aimee nezhukumatathil', 'alli warren', 'suzanne stein', 'patricia spears jones', 'rowan ricardo phillips', 'gail mazur', 'carrie fountain', 'adrienne su', 'james arthur', 'jeffrey harrison', 'david tomas martinez', 'Hoa Nguyen', 'sally wen mao', 'aaron smith', 'robin beth schaer', 'Jessica Fisher', 'kevin young', 'jay deshpande', 'jill mcdonough', ""laura da'"", 'alicia jo rabins', 'karen an-hwei lee', 'ellen hagan', 'poetry']","['""Joseph Massey""', '""Heather Christle""', '""Deborah Landau""', '""Howard Altmann""', '""Elizabeth Metzger""', '""Celina Su""', '""Prageeta Sharma""', '""Linda Gregerson""', '""John Freeman""', '""Lisa Ciccarello""', '""Jennifer Grotz""', '""Ali Liebegott""', '""Ada Limón""', 'Original World', '""Lawrence Joseph""', '""Erika L. Sánchez""', '""Saskia Hamilton""', '""Jennifer Firestone""', '""Kim Dower""', '""Richie Hofmann""', '""Sally Bliumis-Dunn""', 'death loss spirituality ""new age"" acceptance']",85828944
New York,"['Trap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'MTR', 'MTR', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'trippy ', 'Hip-hop & Rap', 'Dance & EDM', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Comedy', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Trap', 'House', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'La Flame', 'Metal', 'Hip-hop & Rap', 'LOVE', 'Amazing', 'WOW', 'Hip-hop & Rap', 'Trap', 'Trap', 'Hip-hop & Rap', 'Trap', 'Trap', 'Trap', 'Nextgang', 'House', 'Trap']","['Piano House Trap Maklon', '""Hip Hop"" seattle rap', 'Rap ""Hip Hop""', 'p.i.t. ""devil lurkin"" gadsden alabama', 'MTR', 'MTR', '""tim gent"" ""drisana despain"" ""young crave"" ""lady america"" ""the love campaign"" chief ""case arnold"" ""still familia"" ""experience the culture"" etc clarksville nashville ""Hip Hop"" tenn tn tennessee', 'EvanNash BombSquad Chicago HipH Rap', '""Team Next"" Respek ""The Teeta"" Teeta Nextgang ""Real Music"" Rap Trap ""Hip Hop"" ""Cloud Rap"" Freestyle ""Good Music"" Texas ""New Texas"" Indie', 'Rap Trap Hiphop Hit Maxo Kream', 'Maxo Kream ""Maxo Kream"" Rap Music Hit Trap ""Dry Snitch""', 'Hit Hiphop Rap Trap', '""P Double"" PDouble NewMusic Hiphop Trap Rap Underground ""Big Sean"" Drake Unstoppable ""Jay Z"" Work Unfuckwithable Wavey Hype ""Jahka Beats""', 'electronic smoi smoking bud Edm groovy lean drunk', 'Meyer Lansky DoubleUp DMV Maryland Baltimore', 'funny comedy uberman uber ""Hip Hop"" sideline Rap dope adamivy taho ratchet trustburnem ratchetjesus', 'phamous touchthesky lana delray lanadelrey', '""Hip Hop"" bounce rap westcoast ""page turner flow"" ""real life click"" rlc', 'edm trap festival drop epic loud dance bounce bass pegboard nerds remix hero gregor mcmurray emotional', 'EDM Electronic ""Deep House"" Future Bass Melodic Guitar Mr Rayger Party Trap Original', '""case arnold "" ""strange places"" ""gourmet grooves"" ""soul theory"" ""still familia "" stillfamilia chief ""experience the culture"" tennessee tn tenn clarksville nashville ""Hip Hop""', 'OOOUUU ""SMURF THE GOD"" Freestyle ""Freestyle Hip Hop"" ""YOUNG MA"" ""THE GAME"" ""MEEK MILL"" ""LA COSCA"" LCMG ""THE LAST LAFF"" Rap ""Hip Hop"" ""DAVE EAST""', '""Pacii - Why Why"" SVGRECORDS ""New York"" 2016', '""Cloud Crowd"" Tourist birdsinthetrapsingmcknight bounce Trap squad ""dj khaled"" ""travis scott"" ""lil wayne"" regardless remix cover remake rendition ""tourist remix""', '""based chef"" ""hotel "" ""urban suburban "" ""bvsed chef"" chef based ""daily ooze"" dallas tango ""nino i"" Wave wavy ""lil b"" 777chef 777 xxxtentacion xxx slump sesh bones grimy dark', '""Hip Hop/Rap"" NewMusic PDouble ""P Double"" Want RichieBeat Trap Hiphop Rap ""Staten Island"" Shaolin', '""World of Knowledge"" ""Cross King"" Maci ""Cravin\' Recordz""', '""Icy Roads"" ""Cross King"" Dee ""Cravin\' Recordz"" Rap Vocals Singing ""World of Knowledge""', '""World of Knowledge""', '""Cross King"" Rap ""Cravin\' Recordz"" New 2010 Haters....Where? haters where ? trap ""brand "" 8/19/2016 Great', 'Trap Skulldivision Inova Edm Dubstep record label 808 Bass Music skrillex diplo Festival bangeralert Banger', 'trap trpzn nikoz classic cords hybrid 808 Bass Dubstep skrillex Music Edm', 'booty lit gang', 'fwg', '""Team Next"" Thraxxhouse Mackned Grizz ""Lil Tracy""', 'SquirrelSharkMan', 'RVB - Raveleijn efteling Chill trap Fire music ""roy van belzen""']",54830424
New York City,"['Piano & Orchestra ', 'Piano & Orchestra ', 'Piano & Orchestra', 'Malek', 'Piano & Orchestra ', 'Piano & Orchestra ', 'Piano & Orchestra', 'Piano & Orchestra ', 'Piano & Orchestra', 'Piano & Orchestra', 'Piano & Orchestra', 'Piano & Orchestra ', 'Piano & Orchestra ', 'Piano & Orchestra', 'Piano & Orchestra', 'Piano & Orchestra', 'Piano & Orchestra', 'Piano & Orchestra', 'Choir & Orchestra ', 'Malek Jandali', 'Malek Jandali', 'Malek Jandali', 'Malek Jandali', 'Malek Jandali', 'Malik Jandali', 'Malek Jandali', 'Malek Jandali', 'Malek Jandali', 'Malek Jandali', 'Piano & Orchestra ', 'Malek Jandali']","['""Malek Jandali"" ""Echoes from Ugarit"" ""Homs Emessa"" ""Syrian Music"" ""Arabic Piano"" ""Oriental Piano"" ""Syrian Symphony"" ""Arabic Orchestra""', '""Malek Jandali"" ""Emessa Homs"" ""Syrian Music"" ""Arabic Piano"" ""Oriental Symphony""', '""Malek Jandali"" ""Syrian Music"" ""Arabic Piano"" ""Oriental Symphony""', 'Jandali ""Homs Emessa"" ""Syrian Piano Music"" ""Arabic Symphony"" ""Oriental Piano""', '""Malek Jandali"" ""Malik Gandali"" ""Homs Emessa"" ""Syrian Piano Music"" ""Arabic Symphony""', 'Malek Jandali Homs Emessa', '""Malek Jandali"" Homs Emessa', '""Malek Jandali"" Homs Emessa', 'Malek Jandali Homs Emessa', 'Malek Jandali Homs Emessa', '""Malek Jandali"" Homs Emessa', 'Malek Jandali Echoes from Ugarit', '""Malek Jandali"" ""Echoes from Ugarit""', '""Malek Jandali"" ""Echoes from Ugarit""', '""Malek Jandali"" ""Echoes from Ugarit""', '""Malek Jandali"" ""Echoes from Ugarit""', '""Malek Jandali"" ""Echoes from Ugarit""', '""Malek Jandali"" ""Echoes from Ugarit""', 'Malek Jandali Anthem Syria National Syrian', 'Malek Jandali Cairo Opera House Choir Symphony', 'Malek Jandali', '""Malik Jandali"" ""Syrian Symphpny"" ""Arab American Composer""', '""Syrian Symphony"" ""Malik Jandali""', '""Malik Jandali"" ""Syrian symphony"" ""Arab American pianist""', '""Syrian Symphony"" ""Arab American Compoer""', '""Malik Jandali"" ""Arab American Composer"" ""Syrian Symphony""', '""Arab American Composer""', '""Arab American Composer"" ""Syrian Pianist""', '""Syrian composer"" ""Arab American pianist""', 'Palestine Malek Jandali Echoes from Ugarit', 'Syrian Anthem Syria Malek Jandali']",111682918
"Salt Lake City, UT","['Rock', 'Avec Sans', 'Electronic', 'Avec Sans', 'Rock', 'Indie', 'Pop', 'Indie', 'Indie', 'Electronic', 'Electronic', 'Electronic', 'Pop', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Electronic', 'Trance', 'Trance', 'Lillie Lemon', 'Lillie Lemon', 'Lillie Lemon', 'electronic', 'the new division', 'Ethereal', 'Electronic', 'Trance', 'Sample', 'Rare Facture', 'synth wave', 'synth wave', 'synthpop', 'Synthpop', 'synth wave', 'synthpop', 'new shack, dark wave, new retro wave, retro wave, synth pop, synth wave, analog, provo, ', 'synthwave ', 'Synthwave', 'Synthwave', 'Synthwave', 'Synthwave', 'Synthwave', 'Synthwave', 'Synthwave', 'Synthwave', 'Synthwave', 'dwntwn']","['""Heartbreak Hi"" Electro Pop Synthpop', 'Electro Pop Indie Scream MTV ""When You Go""', '""graveyardclub #diamondcity"" spookysynth', 'graveyardclub nightcrawler cellardoor', 'Electropop', 'Electronic Trip-Hop Trance', '""the new division"" ep vices electronic', '""the new division"" electronic vicious', 'synthpop davidburdick rarefacture keldaristation', 'mr.kitty a.i. davidburdick rarefacture sungoesdark', 'Mr.Kitty A.I.', 'Trance EDM Suanda ASOT FSOE ""Ahmed Romel"" Vocal Classical Classic Epic Uplifting ""Uplifting Trance"" Trap Dubstep Radio Podcast DJ ""Trance Family"" ""Suanda Voice"" ""Suanda True"" ""Suanda Radio"" ""Suanda Music"" ""Roman Messer""', '""Rare Facture"" ""Saad Ayub"" ""Uplifting Trance"" Team140 ASOT EDM ""New Music"" ""Late night""', 'Aether Electropop ""Electronic Pop"" Electronic EDM', 'Aether Electropop ""Electronic Pop"" Electronic EDM', 'Aether Electropop ""Electronic Pop"" Electronic Elements', '""the new division"" shadows opium electronic indie unsigned', 'introspective tnd gemini electronic synthpop synthwave ""new wave""', 'Synthpop ""New Wave"" Alternative', 'ASOT ""A State Of Trance"" WAO138?! ""Tune Of The Week"" ""Armin van Buuren"" ""Who\'s Afraid Of 138?!"" ""Armada Music""', 'Mr.Kitty Perception ""Light in the Dark""', 'synthpop dreamwave synthwave', '""synthwave "" italodisco', 'synthpop darkwave newave 80s', 'teganandsara fmattack', '80s disco synthwave', '80s synthpop ""synth wave""', '""new shack"" provo synthwave']",85116265
"Detroit, MI","['Electronic', 'Disco', 'Indie Dance', 'Dance & EDM', 'Your Secret', 'Indie Dance', 'ashestoashes', 'Kaleido', 'Halfway House', 'Drum & Bass', 'ashes', 'Ashes', 'portery', 'HalfwayHouse']","['""Future "" Bass Indie', 'Indie Dance Summer', 'Funk Pop Dance Indie Electro Electronic ""Nu Disco""', 'dance Edm melodic ""porter robinson"" odesza dubstep Trance chill step vanic skrux ""adventure club"" illenium chainsmokers daya remix hipster', 'Indie Pop Vocal ""Indie Pop"" Electronica Chill Relax ""Easy Listening"" Chillout', 'Nudisco Electronic EDM Dance', 'Dub Dubstep Chill futurebass Dance Future hipster feels illenium vanic zes chainsmokers ""zella day"" eden kasbo odesza ""foreign family"" covex aryay ""just a gent"" ""san holo"" wheathin ""said the sky"" stephen', 'Orygin Roots Electronic Dance Bass Future', 'electronic', 'Feint ""We Won\'t Be Alone"" EDM Electro Dance Music Bass Melodic Monstercat ""Laura Brehm"" New Original We Won t Be Alone DnB ""Drum and Bass"" Drum Drumstep', 'dubstep melodic illenium ""joni fatora"" Album Electronic odesza ""porter robinson"" ""adventure club"" ""sound remedy"" skrux vanic skrillex hipster', 'Dance Edm ""future bass"" illenium echos afterlife feels Melodic Dubstep ""porter robinson"" ""sound remedy"" ""seven lions"" ""adventure club"" hipster ""slow house"" symphonic', 'Electronic']",206914934
Sumter,"['Hip-hop & Rap', 'Hip-hop & Rap', 'R&B & Soul', 'Hip-hop & Rap', 'Hip-hop & Rap', 'R&B & Soul', 'Hip-hop & Rap', 'R&B & Soul', 'Hip-hop & Rap', 'Luniey', 'Team Luniey', 'No Pain No Gain', 'Team Luniey', 'South Carolina', 'Trrrrrrrrr', '2014ForestHillsDrive', 'Team Luniey', 'Team Luney', 'Team Luniey', 'Logic', 'R&B', 'March Madness', 'Legs up', 'Team Luniey', 'R&B', 'Team Luniey', 'R.I.C.O', 'jonn hart', 'Rap/Hip Hop', 'HipHop Rap', 'Kevin Gates', 'G-Eazy', 'Rap']","['""Hip Hop""', 'straightup 3kko myteamwinning', 'R&B PAIN TIMBO', '3kko swift epicrecords myteamwinning money calling tntxd goldengrams', 'Juice Ron ""Team Luniey"" Luniey ""Juice Boyz"" ""Speaker Knockerz"" ""A Boogie"" Remix ""My Shit"" ""Hip Hop"" Rap', 'Exchange Vows Wedding Love Karma Luniey Productions ""Looney tune"" ""R&BHip Hop"" ""Hip Hop"" ""New music"" ""New Skool"" ""Old Skool"" ""Bryson Tiller ""', 'Exchange ""Bryson Tiller"" Vows Luniey Karma ""Team Luniey"" ""Luniey Productions"" R&B Loop ""Young Love"" 2010 2016', 'Gospel ""Team Luniey"" Cane Abel 2016 inspirational ""new music"" ""Luniey Productons"" Timbo Luniey ""Tommy Gunnz"" Karma Juice Holy', '""Team Luniey"" ""Tricks on my mind"" Devil ""Devil playing tricks"" Holy Bible Gospel God Jesus Solo ""2016 new music"" Worship Praise', '""My City"" Anthem ""Dolla Town"" KARAMA ""Timbo Dah Goon"" Juice ""Tommy Gunnz"" Luniey ""Luniey Prouctions"" ""Radio station"" 2016 darlington florence sumpter cheraw charleston ""South Carolina""', '""Female Artist"" Underground sexy soul R&B Hip-Hop ""old school"" ""south carolina"" ""myrtle beach"" conway ccu Luniey WizKhalifa Lunieyproductions Karma', 'Twerk Juice ""Luniey Tune"" ""White Iverson"" Remix ""New songs"" 2016 Dabbing Balling Saucin ""Saucin on you""', '""Luniey Productions"" ""Tommy Gunnz"" SC ""New Hip Hop"" ""Looney tune"" Darlington Sumter', 'soundcloud:source=android-3rdparty-upload', '""Doctor Dre"" ""Luniey Productions"" ""Neutron Beats"" ""2015 music"" NWA ""Straight Outta Compton"" Karma Juice Timbo Gabbie Luniey', '""Luniey Productions"" Juice KARMA ""Tommy Gunnz"" ""Timbo dha Goon"" ""New Hip Hop"" ""2016 music"" 2015', 'soundcloud:source=android-3rdparty-upload', 'JUICE STREETS ""2016 Music"" ""Hip Hop"" LUNIEY KARMA', '""Under Pressure""', '""Team Luniey"" ""My Girl true"" ""Ilke my Girl true"" 2015 ""Luniey Productions"" Karma ""Mr juice"" ""Timbo dha goon"" ""Tommy gunnz"" Looney', 'Future ""Team Luniey"" ""Luniey Productions"" Remix Remake ""Hip hop"" Swagg 2015 FWTM ""Rebirth Universe""', '""Killa Pete"" Luniey KARMA ""Luniey Productions"" ""Team Luniey"" ""Hit Single"" 2010 Nasty Slowjam R&B Sex Stripper ""New muisc""', 'Jealousy ""Luniey Productions"" Karma Juice ""Timbo Dha Goon"" ""Tommy Gunnz"" Haters', 'Rap Exclusive Raw ""Hip Hop"" Sweet Swag Jam Dance usher Luniey LunieyProductions juice', '""Forget about it all"" Juice ""old school"" ""Hip Hop"" ""Luniey Productions"" ""tommy gunnz""', 'Rico ""Team Luniey"" ""Luniey Productions"" Juice Luniey KARMA ""Timbo Dha Goon"" ""Hip Hop"" 2015 ""new songs"" Rap Battle Drake ""Diss Track"" ""Meek Mills beef"" beef', '""back that azz up"" ""cool kid cartel"" ""house money"" ""beat genius"" rnbass rnbay rnb ""bay area"" la oakland ""john heart""', '""Cut Her Off"" Remix ""Kevin Gates Cut Her Off""', 'P-Lo HBK ""K Camp"" IMight HipHop HeartBreakGang', '""Hip Hop""']",127985014
Sacramento,[],"['Song Brush Drums Violin Pluck Strings Instrumental', 'Instrumental Piano Drums Clap Clapping Slow Minor', 'Instrumental Poppy Inquisitive']",51381628
"Charleston, SC","['house music', 'House', 'House', 'RichHomieQuan', 'Electronic', 'Uppermost', 'Bronze Whale', 'camouflage', 'Bass', 'Deep House', 'Dance', 'Electronic', 'Groove', 'Dance']","['90s r&b', 'House Electro Electro-House Housemusic Complextro Bass BassMusic Music Electronic Melodic Prog-House Progressive Prog-Trance EDM Dance DubStep Trance Techno Drumstep Electro-Prog Minimal TechHouse', 'House.NET ""The EDM Network"" ""Lana Del Rey"" ""Cedric Gervais"" ""Spinnin Records"" House Electro Electro-House Housemusic Complextro Bass BassMusic Music Electronic Melodic MOOMBAHTON Prog-House Progressive Prog-Trance EDM Dance DubStep Trance Techno Drumstep Electro-Prog Minimal TechHouse', 'Flex Nitti DJSpinz', 'SLUMBERJACK Dance Electronic ""Open Fire"" Daniel Johns ""Mad Decent"" OneLove', 'Uppermost', 'trap chill indie dance remix imad royal pell soysauce melodic 808 electronic bass ""Hip Hop"" rap rnb bronzewhale', 'giungla giunglamusic forest single camo ep camoep camouflage factory flaws factoryflaws', 'Dubstep Garage House ""Future House"" Funky Spatial', '""Deep House""', '""Lost Kings"" ""Something Good"" ""The Good"" EP', 'omgrainman rainman ""rain man"" oly bbts ""bring back the summer"" bringbackthesummer dimmak', '""Is It Love"" 3LAU ""Yeah Boy"" Blume Groove Dance ""Deep House"" Edm vibe Summer']",218875283
Colorado Springs,"['Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Lost', 'Hip Hop', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip Hop', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Triphop', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap', 'Hip-hop & Rap']","['""Hip Hop"" ""kanye west"" politics inspiration ""trippie red"" ""jay z"" eminem', '""12Years #Macadoe719""', 'itsxmusic NewEra', 'Femcee Female Rap H.A.T. ""Hip Hop"" Music Women Power Ms.Heidi Aero TLove', 'youngm.a youngma youngm.a. redlyfe', '""Rachel Carwin""', 'Music Sound ""Hip Hop"" Hot Deep Raw Rap Poetry ""Rhythmic Soul"" Cool Jazz Soul', 'Jazz HipHop Upbeat Conscious Raw Soundcloud Rap Barz Bars Love Peace Lyrical Real Vibe CO Colorado Soul Soulful BoomBap', 'DStylz HighKey SarahNelson ""Affliction "" FatalAttraction', 'Hip-Hop', 'Hip-Hop', '""Hip Hop""', '""TDE "" HipHop Ab-Soul', '""Hip Hop"" rap vibes peace loe spreadlove newmusic colorado search follow positive smile', '""Hip Hop"" rap collab colorado RrichardrayY OE brother', '""Hip Hop"" bars Remix UpBeat Vibe Soundcloud Listen Real RozinBars Rozin Smooth Chopped Love NoMercy', '""Dizzy Wright"" Demrick Blaze', '""Dizzy Wright"" Demrick ""Hip Hop"" Blaze', '""Dizzy Wright"" Demrick Blaze ""Hip Hop""', '""Dizzy Wright"" Demrick Blaze ""Hip Hop""', '""Dizzy Wright"" Demrick Blaze ""Hip Hop""', '""Dizzy Wright"" Demrick Blaze ""Hip Hop""', '""Dizzy Wright"" Demrick Blaze ""Hip Hop""', '""Joey Trust"" ""DJ Sewn"" Macadoe ""MaCaATIC Studios"" ""CO Hip Hop"" ""The Box State"" ""A Letter To My Cousin""', 'donnellwhite nomuzzleent i know that you love me boston ""Hip Hop"" Rap turn up lit', 'X Ghost TBP', 'rap NewMusic music trap liluzivert migos devvonterrell Futuristic Stitches drake chrisbrown eminem joynerlucas lilwayne newrap FuckAJob Beyonce djkhaled majorkey majorkeyalert AugustAlsina fettywap Kazzie JayZ', '""Chill #Upbeat #Hiphop #Caztro #Rozin #Bars #Vibe #SoundCloud #Rap #Colorado #Springs #Music #Real #Lyrics #CO #""', '""devvon terrell"" devvonterrell ""keeep it pushin\'"" ""rihanna work"" drake ""republic records"" ""new music"" ""xxl freshman"" ""coast 2 coast"" ""fetty wap"" futuristic onlyfuturistic weirdo_o', 'justinbieber RrichardrayY RayMix Remix ""Hip Hop"" singing colorado', '""RedFellaEmpire ""', '""Day Of The Dog"" DogTag ""Native King"" ""Jake Jekle"" Colorado Underground 719', 'Tag: Native ""King #Tag:"" DogTag ""Records #Tag:"" ""NKP #Tag:"" Stay Blessed stay Blazed']",92841381
Asheville ,"['NAM3K', 'Progressive House']","['""Remix Contest"" NAM3K Tomorrowland ""Revealed Recordings"" ""Thomas Gold"" ""Bright Lights"" Believe Remix Edit Bootleg ""Electro House"" ""Hardwell "" DzekoandTorres tiesto spinninrecords Dance electronic House edm tomorrowworld contest trance asot']",166503855
Everywhere,[],[],294610354
San Francisco,"['Hip-hop/rap', 'affirmations', 'DaniellaYacobovsky', 'podcast', 'Business', 'Entrepreneurship', 'Hip Hop', 'Business']","['50 cent financial freedom rap new 2013 exclusive first', '""abby wynne"" ""energy healing"" meditation ""energy clearing"" fear Release abundance receiving love money lack financial', '""the pivot"" influencer economy ""ryan williams"" tech flower investment banker ""startup ceo"" executive', 'Podcast Business Finance Career Careers ""Career Development"" ""Career Advice"" MBA Investment Banking Recruiting Learning ""Learn Educate Discover"" LED ""Sonali Mangal""', '""innovation hub"" medicine biotechnology ""News & Politics""', 'Conflict managemant Rap Engineinners xpolymer dar Maddy khan yaruq malik Pakistan rap hip hop sub continent charday suraj pathar galday', '""video games"" management gamification']",215999934
